model	nDCGRendle2020	Recall	dataset_name	strategy	cutoff	transactions	space_size	space_size_log	shape	shape_log	density	density_log	gini_item	gini_user	average_degree	average_degree_users	average_degree_items	average_degree_log	average_degree_users_log	average_degree_items_log	average_clustering_coefficient_dot	average_clustering_coefficient_min	average_clustering_coefficient_max	average_clustering_coefficient_dot_log	average_clustering_coefficient_min_log	average_clustering_coefficient_max_log	average_clustering_coefficient_dot_users	average_clustering_coefficient_dot_items	average_clustering_coefficient_min_users	average_clustering_coefficient_min_items	average_clustering_coefficient_max_users	average_clustering_coefficient_max_items	average_clustering_coefficient_dot_users_log	average_clustering_coefficient_dot_items_log	average_clustering_coefficient_min_users_log	average_clustering_coefficient_min_items_log	average_clustering_coefficient_max_users_log	average_clustering_coefficient_max_items_log	degree_assortativity_users	degree_assortativity_items	most_least_favorite	most_rated	highest_variance	most_recent_1	most_recent_2	most_recent_3	most_characteristic
SimpleX	0.0524847314023795	0.0671809880774561	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
DirectAU	0.0516168206704074	0.0669127572001893	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
BPRMF	0.0502262491866596	0.0655755123187874	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
GFCF	0.0656074800216701	0.0839856765846005	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
UserKNN	0.0537814003674234	0.0681182573894179	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
ItemKNN	0.0500683768101403	0.0633579959230527	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
LightGCN	0.0577768899982691	0.0740864230096514	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
UltraGCN	0.060845731139672	0.0784545514049696	yelp	most_characteristic	18	480271	24.99931357057629	1.3979280840078907	1.2543792840822543	0.09842887308027497	0.0007684757997726784	-3.114369804404537	0.21468740869929706	0.03780772640822799	18.43060413354531	16.56180577877781	20.774786075892656	1.2655395711151614	1.2191076873403643	1.3175365604206393	0.032396709016720766	0.07070995267981747	0.05738867026159763	-1.4894991048696355	-1.1505194533924306	-1.2411738380643504	0.0348173439046934	0.029360314758921095	0.07098739447084379	0.07036193544461536	0.06383337796822884	0.04930456242243466	-1.4582043627859842	-1.532239292852363	-1.1488187639258718	-1.1526622229190129	-1.1949521727385397	-1.3071128912053638	0.5023483386871467	0.23914985236034386	0.7220849263607487	0.10466058244483943	0.2625840827648892	0.8932485119726945	0.943327264201552	0.5667746226544036	0.31679403412063983
UltraGCN	0.1652554977479422	0.1978329814928851	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
LightGCN	0.1368774636980882	0.1678816065497601	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
SVDGCN	0.119188044277491	0.1497547110178952	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
DirectAU	0.1313610765639028	0.158884871841342	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
BPRMF	0.1272759049594462	0.1581734571081295	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
GFCF	0.1604249662308617	0.1912317908296924	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
SimpleX	0.1438812608228293	0.1705065590251646	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
UserKNN	0.1489452919848829	0.1742173861865531	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
ItemKNN	0.1580364039661055	0.1852803785061801	amazon-book	most_recent	50	363904	13.771483144527318	1.138980714897296	1.0944241871771498	0.03918568254991989	0.0019187809565461371	-2.7169746004562807	0.3921565937284805	0.24949678384664745	26.397591672409416	25.258832511973342	27.643877240960197	1.4215643067526704	1.4024132731660546	1.4415989557159743	0.02759966526841977	0.07454290265072429	0.043686305043909364	-1.5590961850710052	-1.1275937001165424	-1.3596546860503602	0.028050438438026064	0.027106328208672262	0.0715280231899706	0.07784245965399597	0.045021493014369564	0.04222504303460965	-1.5520603461822486	-1.5669293074549775	-1.1455237773259148	-1.108783449753052	-1.3465801069110064	-1.3744298991356636	0.25809793016516097	0.05717178426403025	0.8227247228815171	0.09443314779639474	0.21719748567982824	0.8813388440758843	0.9410016465827616	0.5206418201219498	0.27498557655304245
DirectAU	0.0096946437068347	0.0117970129915647	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
ItemKNN	0.0088665652374446	0.0105831879228589	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
UserKNN	0.008841409859782	0.0102389647422511	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
UltraGCN	0.0003076832384128	0.0004081185724891	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
LightGCN	0.0096542560376239	0.0116305291975531	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
GFCF	0.0090738990663084	0.0108843748057079	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
BPRMF	0.0096950398285395	0.0116729659260401	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
SimpleX	0.0097659772049676	0.011810363944024	yelp	most_characteristic	3	83997	20.8033781631734	1.3181338637367783	1.8114123051044837	0.2580173136225	0.00019408682150481984	-3.712003952205866	0.3994730958441756	0.0	3.8109812223858617	2.9574270509661065	5.357119751568868	0.5810368089048634	0.4709140409572429	0.7289313545797428	0.18877706858231486	0.3741838988627293	0.2843801921638912	-0.7240507621195978	-0.42691490413027255	-0.5461006566536101	0.2046723035534834	0.1599842443630041	0.34584069769449444	0.4255251222248936	0.3345556413211541	0.1934917661462812	-0.6889409224948068	-0.7959227856136526	-0.4611239013335206	-0.3710747948706465	-0.4755316425922272	-0.7133375112306958	0.44755937783075	0.32451107841845434	0.7042424134195269	0.5109832791647321	0.24702909160431435	0.8946939724379136	0.9178913126059818	0.5140697353700765	0.7011713210355259
UserKNN	0.0010752058659569	0.0013856459785405	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
BPRMF	0.002727310843824	0.003754533000601	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
SVDGCN	0.0033652913237469	0.0047737503068366	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
LightGCN	0.0026970916983382	0.0036553539950367	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
ItemKNN	0.0019188764474562	0.0024164348345957	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
DirectAU	0.0015432153664925	0.0021559142113202	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
GFCF	0.0029413564605144	0.004044333410487	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
SimpleX	0.0016129192936878	0.0020559518648852	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
UltraGCN	0.0043767917009748	0.0057990386453368	amazon-book	most_favorite	1	14407	8.222654741626942	0.9150120551923752	3.0698913275090565	0.4871230019597612	0.0002130833155763904	-3.671450554212495	0.4885217281753514	0.0	1.5085863874345549	1.0	3.0698913275090565	0.17857018458850948	0.0	0.4871230019597612	0.6415183246073298	0.6415183246073298	0.6415183246073298	-0.1927909337361556	-0.1927909337361556	-0.1927909337361556	0.8504893454570694	0.0	0.8504893454570694	0.0	0.8504893454570694	0.0	-0.0703311226606839		-0.0703311226606839		-0.0703311226606839		1.0		0.991983063788436	0.1206223342923061	0.017283209075931782	0.8635179018601784	0.8635179018601784	0.0	0.3067366181679105
